transaction_id,item
product_0021,rating_bucket=low
product_0021,keyword=core
product_0021,keyword=home
product_0021,keyword=acer
product_0021,keyword=geforce
product_0022,brand=asus
product_0022,price_segment=midrange
product_0022,ram_bucket=unknown
product_0022,storage_bucket=128gb
product_0022,cpu_family=i5
product_0022,rating_bucket=low
product_0022,keyword=core
product_0022,keyword=home
product_0022,keyword=asus
product_0022,keyword=geforce
product_0022,keyword=strix
product_0023,brand=lenovo
product_0023,price_segment=midrange
product_0023,ram_bucket=unknown
product_0023,storage_bucket=128gb
product_0023,cpu_family=i7
product_0023,rating_bucket=medium
product_0023,keyword=core
product_0023,keyword=lenovo
product_0023,keyword=thinkpad
product_0024,brand=lenovo
product_0024,price_segment=midrange
product_0024,ram_bucket=unknown
product_0024,storage_bucket=128gb
product_0024,cpu_family=i7
product_0024,rating_bucket=medium
product_0024,keyword=core
product_0024,keyword=lenovo
product_0024,keyword=geforce
product_0025,brand=lenovo
product_0025,price_segment=premium
product_0025,ram_bucket=unknown
product_0025,storage_bucket=128gb
product_0025,cpu_family=i7
product_0025,rating_bucket=medium
product_0025,keyword=core
product_0025,keyword=lenovo
product_0025,keyword=geforce
product_0026,brand=asus
product_0026,price_segment=premium
product_0026,ram_bucket=unknown
product_0026,storage_bucket=128gb
product_0026,cpu_family=ryzen_7
product_0026,rating_bucket=high
product_0026,keyword=home
product_0026,keyword=asus
product_0026,keyword=strix
product_0027,brand=asus
product_0027,price_segment=premium
product_0027,ram_bucket=unknown
product_0027,storage_bucket=128gb
product_0027,cpu_family=ryzen_7
product_0027,rating_bucket=low
product_0027,keyword=home
product_0027,keyword=asus
product_0027,keyword=strix
product_0028,brand=asus
product_0028,price_segment=premium
product_0028,ram_bucket=unknown
product_0028,storage_bucket=128gb
product_0028,cpu_family=i7
product_0028,rating_bucket=medium
product_0028,keyword=core
product_0028,keyword=home
product_0028,keyword=asus
product_0028,keyword=geforce
product_0028,keyword=strix
product_0029,brand=asus
product_0029,price_segment=budget
product_0029,ram_bucket=unknown
product_0029,storage_bucket=128gb
product_0029,cpu_family=celeron
product_0029,rating_bucket=medium
product_0029,keyword=asus
product_0029,keyword=vivobook
product_0030,brand=prestigio
product_0030,price_segment=budget
product_0030,ram_bucket=unknown
product_0030,storage_bucket=128gb
product_0030,cpu_family=celeron
product_0030,rating_bucket=low
product_0031,brand=prestigio
product_0031,price_segment=budget
product_0031,ram_bucket=unknown
product_0031,storage_bucket=128gb
product_0031,cpu_family=celeron
product_0031,rating_bucket=high
product_0032,brand=lenovo
product_0032,price_segment=budget
product_0032,ram_bucket=unknown
product_0032,storage_bucket=128gb
product_0032,cpu_family=celeron
product_0032,rating_bucket=medium
product_0032,keyword=home
product_0032,keyword=lenovo
product_0033,brand=lenovo
product_0033,price_segment=budget
product_0033,ram_bucket=unknown
product_0033,storage_bucket=128gb
product_0033,cpu_family=pentium
product_0033,rating_bucket=low
product_0033,keyword=home
product_0033,keyword=asus
product_0033,keyword=lenovo
product_0033,keyword=vivobook
product_0034,brand=hewlett
product_0034,price_segment=budget
product_0034,ram_bucket=unknown
product_0034,storage_bucket=128gb
product_0034,cpu_family=celeron
product_0034,rating_bucket=low
product_0035,brand=acer
product_0035,price_segment=budget
product_0035,ram_bucket=unknown
product_0035,storage_bucket=128gb
product_0035,cpu_family=celeron
product_0035,rating_bucket=low
product_0035,keyword=home
product_0035,keyword=acer
product_0035,keyword=aspire
product_0036,brand=acer
product_0036,price_segment=budget
product_0036,ram_bucket=unknown
product_0036,storage_bucket=128gb
product_0036,cpu_family=celeron
product_0036,rating_bucket=low
product_0036,keyword=home
product_0036,keyword=acer
product_0036,keyword=aspire
product_0037,brand=acer
product_0037,price_segment=budget
product_0037,ram_bucket=unknown
product_0037,storage_bucket=128gb
product_0037,cpu_family=i3
product_0037,rating_bucket=high
product_0037,keyword=core
product_0037,keyword=acer
product_0037,keyword=aspire
product_0037,keyword=linux
product_0038,brand=acer
product_0038,price_segment=budget
product_0038,ram_bucket=unknown
product_0038,storage_bucket=128gb
product_0038,cpu_family=pentium
product_0038,rating_bucket=high
product_0038,keyword=home
product_0038,keyword=acer
product_0038,keyword=aspire
product_0039,brand=acer
product_0039,price_segment=budget
product_0039,ram_bucket=unknown
product_0039,storage_bucket=128gb
product_0039,cpu_family=other
product_0039,rating_bucket=medium
product_0039,keyword=acer
product_0039,keyword=aspire
product_0039,keyword=linux
product_0040,brand=asus
product_0040,price_segment=budget
product_0040,ram_bucket=unknown
product_0040,storage_bucket=128gb
product_0040,cpu_family=pentium
product_0040,rating_bucket=high
product_0040,keyword=home
product_0040,keyword=asus
product_0040,keyword=vivobook
product_0041,brand=lenovo
product_0041,price_segment=budget
product_0041,ram_bucket=unknown
product_0041,storage_bucket=128gb
product_0041,cpu_family=celeron
product_0041,rating_bucket=low
product_0041,keyword=home
product_0041,keyword=lenovo
product_0041,keyword=thinkpad
product_0042,brand=acer
product_0042,price_segment=budget
product_0042,ram_bucket=unknown
product_0042,storage_bucket=128gb
product_0042,cpu_family=pentium
product_0042,rating_bucket=high
product_0042,keyword=home
product_0042,keyword=acer
product_0042,keyword=aspire
product_0043,brand=lenovo
product_0043,price_segment=budget
product_0043,ram_bucket=unknown
product_0043,storage_bucket=128gb
product_0043,cpu_family=i3
product_0043,rating_bucket=medium
product_0043,keyword=core
product_0043,keyword=home
product_0043,keyword=lenovo
product_0044,brand=acer
product_0044,price_segment=budget
product_0044,ram_bucket=unknown
product_0044,storage_bucket=128gb
product_0044,cpu_family=celeron
product_0044,rating_bucket=high
product_0044,keyword=home
product_0044,keyword=acer
product_0044,keyword=aspire
product_0045,brand=asus
product_0045,price_segment=budget
product_0045,ram_bucket=unknown
product_0045,storage_bucket=128gb
product_0045,cpu_family=pentium
product_0045,rating_bucket=high
product_0045,keyword=home
product_0045,keyword=asus
product_0045,keyword=vivobook
product_0046,brand=asus
product_0046,price_segment=budget
product_0046,ram_bucket=unknown
product_0046,storage_bucket=128gb
product_0046,cpu_family=pentium
product_0046,rating_bucket=low
product_0046,keyword=home
product_0046,keyword=asus
product_0047,brand=acer
product_0047,price_segment=budget
product_0047,ram_bucket=unknown
product_0047,storage_bucket=128gb
product_0047,cpu_family=i3
product_0047,rating_bucket=low
product_0047,keyword=core
product_0047,keyword=home
product_0047,keyword=acer
product_0047,keyword=aspire
product_0048,brand=acer
product_0048,price_segment=budget
product_0048,ram_bucket=unknown
product_0048,storage_bucket=128gb
product_0048,cpu_family=i3
product_0048,rating_bucket=low
product_0048,keyword=core
product_0048,keyword=home
product_0048,keyword=acer
product_0048,keyword=aspire
product_0049,brand=acer
product_0049,price_segment=budget
product_0049,ram_bucket=unknown
product_0049,storage_bucket=128gb
product_0049,cpu_family=i5
product_0049,rating_bucket=high
product_0049,keyword=core
product_0049,keyword=acer
product_0049,keyword=linux
product_0050,brand=acer
product_0050,price_segment=budget
product_0050,ram_bucket=unknown
product_0050,storage_bucket=128gb
product_0050,cpu_family=i5
product_0050,rating_bucket=low
product_0050,keyword=core
product_0050,keyword=acer
product_0050,keyword=aspire
product_0050,keyword=linux
product_0051,brand=lenovo
product_0051,price_segment=budget
product_0051,ram_bucket=unknown
product_0051,storage_bucket=128gb
product_0051,cpu_family=i3
product_0051,rating_bucket=low
product_0051,keyword=core
product_0051,keyword=lenovo
product_0052,brand=acer
product_0052,price_segment=budget
product_0052,ram_bucket=unknown
product_0052,storage_bucket=128gb
product_0052,cpu_family=i3
product_0052,rating_bucket=medium
product_0052,keyword=core
product_0052,keyword=home
product_0052,keyword=acer
product_0052,keyword=aspire
product_0053,brand=lenovo
product_0053,price_segment=budget
product_0053,ram_bucket=unknown
product_0053,storage_bucket=128gb
product_0053,cpu_family=i5
product_0053,rating_bucket=low
product_0053,keyword=core
product_0053,keyword=lenovo
product_0054,brand=asus
product_0054,price_segment=budget
product_0054,ram_bucket=unknown
product_0054,storage_bucket=128gb
product_0054,cpu_family=i3
product_0054,rating_bucket=medium
product_0054,keyword=core
product_0054,keyword=asus
product_0054,keyword=vivobook
product_0055,brand=acer
product_0055,price_segment=budget
product_0055,ram_bucket=unknown
product_0055,storage_bucket=128gb
product_0055,cpu_family=i3
product_0055,rating_bucket=medium
product_0055,keyword=core
product_0055,keyword=home
product_0055,keyword=acer
product_0055,keyword=aspire
product_0056,brand=lenovo
product_0056,price_segment=budget
product_0056,ram_bucket=unknown
product_0056,storage_bucket=128gb
product_0056,cpu_family=i3
product_0056,rating_bucket=medium
product_0056,keyword=core
product_0056,keyword=home
product_0056,keyword=lenovo
product_0057,brand=acer
product_0057,price_segment=budget
product_0057,ram_bucket=unknown
product_0057,storage_bucket=128gb
product_0057,cpu_family=i5
product_0057,rating_bucket=medium
product_0057,keyword=core
product_0057,keyword=acer
product_0057,keyword=aspire
product_0057,keyword=linux
product_0058,brand=lenovo
product_0058,price_segment=budget
product_0058,ram_bucket=unknown
product_0058,storage_bucket=128gb
product_0058,cpu_family=i3
product_0058,rating_bucket=low
product_0058,keyword=core
product_0058,keyword=home
product_0058,keyword=lenovo
product_0059,brand=acer
product_0059,price_segment=budget
product_0059,ram_bucket=unknown
product_0059,storage_bucket=128gb
product_0059,cpu_family=pentium
product_0059,rating_bucket=medium
product_0059,keyword=home
product_0059,keyword=acer
product_0060,brand=acer
product_0060,price_segment=budget
product_0060,ram_bucket=unknown
product_0060,storage_bucket=128gb
product_0060,cpu_family=i3
product_0060,rating_bucket=high
product_0060,keyword=core
product_0060,keyword=home
product_0060,keyword=acer
product_0060,keyword=aspire
product_0061,brand=dell
product_0061,price_segment=budget
product_0061,ram_bucket=unknown
product_0061,storage_bucket=128gb
product_0061,cpu_family=i5
product_0061,rating_bucket=low
product_0061,keyword=core
product_0061,keyword=dell
product_0061,keyword=linux
product_0062,brand=lenovo
product_0062,price_segment=budget
product_0062,ram_bucket=unknown
product_0062,storage_bucket=128gb
product_0062,cpu_family=i3
product_0062,rating_bucket=medium
product_0062,keyword=core
product_0062,keyword=lenovo
product_0063,brand=lenovo
product_0063,price_segment=midrange
product_0063,ram_bucket=unknown
product_0063,storage_bucket=128gb
product_0063,cpu_family=i7
product_0063,rating_bucket=high
product_0063,keyword=core
product_0063,keyword=lenovo
product_0063,keyword=thinkpad
product_0064,brand=dell
product_0064,price_segment=midrange
product_0064,ram_bucket=unknown
product_0064,storage_bucket=128gb
product_0064,cpu_family=i5
product_0064,rating_bucket=low
product_0064,keyword=core
product_0064,keyword=home
product_0064,keyword=dell
product_0064,keyword=geforce
product_0065,brand=msi
product_0065,price_segment=midrange
product_0065,ram_bucket=unknown
product_0065,storage_bucket=128gb
product_0065,cpu_family=i5
product_0065,rating_bucket=high
product_0065,keyword=core
product_0065,keyword=home
product_0065,keyword=geforce
product_0066,brand=msi
product_0066,price_segment=midrange
product_0066,ram_bucket=unknown
product_0066,storage_bucket=128gb
product_0066,cpu_family=i7
product_0066,rating_bucket=low
product_0066,keyword=core
product_0066,keyword=home
product_0066,keyword=asus
product_0066,keyword=geforce
product_0066,keyword=strix
product_0067,brand=asus
product_0067,price_segment=midrange
product_0067,ram_bucket=unknown
product_0067,storage_bucket=128gb
product_0067,cpu_family=i5
product_0067,rating_bucket=low
product_0067,keyword=core
product_0067,keyword=asus
product_0067,keyword=strix
product_0068,brand=dell
product_0068,price_segment=midrange
product_0068,ram_bucket=unknown
product_0068,storage_bucket=128gb
product_0068,cpu_family=i5
product_0068,rating_bucket=low
product_0068,keyword=core
product_0068,keyword=dell
product_0068,keyword=latitude
product_0069,brand=dell
product_0069,price_segment=midrange
product_0069,ram_bucket=unknown
product_0069,storage_bucket=128gb
product_0069,cpu_family=i5
product_0069,rating_bucket=medium
product_0069,keyword=core
product_0069,keyword=home
product_0069,keyword=dell
product_0069,keyword=latitude
product_0069,keyword=linux
product_0070,brand=lenovo
product_0070,price_segment=midrange
product_0070,ram_bucket=unknown
product_0070,storage_bucket=128gb
product_0070,cpu_family=i5
product_0070,rating_bucket=high
product_0070,keyword=core
product_0070,keyword=home
product_0070,keyword=lenovo
product_0070,keyword=geforce
product_0071,brand=toshiba
product_0071,price_segment=midrange
product_0071,ram_bucket=unknown
product_0071,storage_bucket=128gb
product_0071,cpu_family=i5
product_0071,rating_bucket=low
product_0071,keyword=core
product_0071,keyword=toshiba
product_0072,brand=acer
product_0072,price_segment=midrange
product_0072,ram_bucket=unknown
product_0072,storage_bucket=128gb
product_0072,cpu_family=i5
product_0072,rating_bucket=low
product_0072,keyword=core
product_0072,keyword=home
product_0072,keyword=acer
product_0072,keyword=geforce
product_0073,brand=acer
product_0073,price_segment=midrange
product_0073,ram_bucket=unknown
product_0073,storage_bucket=128gb
product_0073,cpu_family=i7
product_0073,rating_bucket=low
product_0073,keyword=core
product_0073,keyword=home
product_0073,keyword=acer
product_0073,keyword=aspire
product_0074,brand=dell
product_0074,price_segment=midrange
product_0074,ram_bucket=unknown
product_0074,storage_bucket=128gb
product_0074,cpu_family=i5
product_0074,rating_bucket=medium
product_0074,keyword=core
product_0074,keyword=home
product_0074,keyword=dell
product_0074,keyword=geforce
product_0074,keyword=touch
product_0075,brand=dell
product_0075,price_segment=midrange
product_0075,ram_bucket=unknown
product_0075,storage_bucket=128gb
product_0075,cpu_family=i5
product_0075,rating_bucket=high
product_0075,keyword=core
product_0075,keyword=dell
product_0075,keyword=latitude
product_0076,brand=lenovo
product_0076,price_segment=midrange
product_0076,ram_bucket=unknown
product_0076,storage_bucket=128gb
product_0076,cpu_family=i7
product_0076,rating_bucket=low
product_0076,keyword=core
product_0076,keyword=home
product_0076,keyword=lenovo
product_0077,brand=asus
product_0077,price_segment=midrange
product_0077,ram_bucket=unknown
product_0077,storage_bucket=128gb
product_0077,cpu_family=i5
product_0077,rating_bucket=medium
product_0077,keyword=core
product_0077,keyword=asus
product_0078,brand=acer
product_0078,price_segment=midrange
product_0078,ram_bucket=unknown
product_0078,storage_bucket=128gb
product_0078,cpu_family=i7
product_0078,rating_bucket=medium
product_0078,keyword=core
product_0078,keyword=home
product_0078,keyword=acer
product_0078,keyword=geforce
product_0079,brand=dell
product_0079,price_segment=midrange
product_0079,ram_bucket=unknown
product_0079,storage_bucket=128gb
product_0079,cpu_family=i5
product_0079,rating_bucket=high
product_0079,keyword=core
product_0079,keyword=dell
product_0079,keyword=latitude
product_0080,brand=dell
product_0080,price_segment=midrange
product_0080,ram_bucket=unknown
product_0080,storage_bucket=128gb
product_0080,cpu_family=i7
product_0080,rating_bucket=low
product_0080,keyword=core
product_0080,keyword=home
product_0080,keyword=dell
product_0080,keyword=geforce
product_0080,keyword=linux
product_0081,brand=dell
product_0081,price_segment=midrange
product_0081,ram_bucket=unknown
product_0081,storage_bucket=128gb
product_0081,cpu_family=i5
product_0081,rating_bucket=medium
product_0081,keyword=core
product_0081,keyword=dell
product_0081,keyword=latitude
product_0082,brand=msi
product_0082,price_segment=midrange
product_0082,ram_bucket=unknown
product_0082,storage_bucket=128gb
product_0082,cpu_family=i7
product_0082,rating_bucket=low
product_0082,keyword=core
product_0082,keyword=home
product_0082,keyword=geforce
product_0083,brand=lenovo
product_0083,price_segment=midrange
product_0083,ram_bucket=unknown
product_0083,storage_bucket=128gb
product_0083,cpu_family=i5
product_0083,rating_bucket=low
product_0083,keyword=core
product_0083,keyword=home
product_0083,keyword=lenovo
product_0083,keyword=geforce
product_0084,brand=toshiba
product_0084,price_segment=midrange
product_0084,ram_bucket=unknown
product_0084,storage_bucket=128gb
product_0084,cpu_family=i7
product_0084,rating_bucket=low
product_0084,keyword=core
product_0084,keyword=toshiba
product_0085,brand=acer
product_0085,price_segment=midrange
product_0085,ram_bucket=unknown
product_0085,storage_bucket=128gb
product_0085,cpu_family=i5
product_0085,rating_bucket=low
product_0085,keyword=core
product_0085,keyword=acer
product_0086,brand=dell
product_0086,price_segment=premium
product_0086,ram_bucket=unknown
product_0086,storage_bucket=128gb
product_0086,cpu_family=i5
product_0086,rating_bucket=medium
product_0086,keyword=core
product_0086,keyword=home
product_0086,keyword=dell
product_0086,keyword=latitude
product_0086,keyword=linux
product_0087,brand=msi
product_0087,price_segment=premium
product_0087,ram_bucket=unknown
product_0087,storage_bucket=128gb
product_0087,cpu_family=i7
product_0087,rating_bucket=low
product_0087,keyword=core
product_0087,keyword=home
product_0087,keyword=geforce
product_0088,brand=dell
product_0088,price_segment=premium
product_0088,ram_bucket=unknown
product_0088,storage_bucket=128gb
product_0088,cpu_family=i5
product_0088,rating_bucket=medium
product_0088,keyword=core
product_0088,keyword=dell
product_0088,keyword=latitude
product_0089,brand=acer
product_0089,price_segment=premium
product_0089,ram_bucket=unknown
product_0089,storage_bucket=128gb
product_0089,cpu_family=i7
product_0089,rating_bucket=medium
product_0089,keyword=core
product_0089,keyword=home
product_0089,keyword=acer
product_0089,keyword=geforce
product_0089,keyword=linux
product_0090,brand=msi
product_0090,price_segment=premium
product_0090,ram_bucket=unknown
product_0090,storage_bucket=128gb
product_0090,cpu_family=i7
product_0090,rating_bucket=low
product_0090,keyword=core
product_0090,keyword=home
product_0090,keyword=geforce
product_0091,brand=msi
product_0091,price_segment=premium
product_0091,ram_bucket=unknown
product_0091,storage_bucket=128gb
product_0091,cpu_family=i7
product_0091,rating_bucket=low
product_0091,keyword=core
product_0091,keyword=home
product_0091,keyword=geforce
product_0092,brand=lenovo
product_0092,price_segment=premium
product_0092,ram_bucket=unknown
product_0092,storage_bucket=128gb
product_0092,cpu_family=i5
product_0092,rating_bucket=medium
product_0092,keyword=core
product_0092,keyword=home
product_0092,keyword=lenovo
product_0092,keyword=touch
product_0093,brand=toshiba
product_0093,price_segment=premium
product_0093,ram_bucket=unknown
product_0093,storage_bucket=128gb
product_0093,cpu_family=i5
product_0093,rating_bucket=high
product_0093,keyword=core
product_0093,keyword=toshiba
product_0094,brand=lenovo
product_0094,price_segment=premium
product_0094,ram_bucket=unknown
product_0094,storage_bucket=128gb
product_0094,cpu_family=i5
product_0094,rating_bucket=high
product_0094,keyword=core
product_0094,keyword=lenovo
product_0094,keyword=touch
product_0095,brand=acer
product_0095,price_segment=premium
product_0095,ram_bucket=unknown
product_0095,storage_bucket=128gb
product_0095,cpu_family=i7
product_0095,rating_bucket=low
product_0095,keyword=core
product_0095,keyword=home
product_0095,keyword=acer
product_0095,keyword=geforce
product_0096,brand=asus
product_0096,price_segment=premium
product_0096,ram_bucket=unknown
product_0096,storage_bucket=128gb
product_0096,cpu_family=i7
product_0096,rating_bucket=low
product_0096,keyword=core
product_0096,keyword=home
product_0096,keyword=asus
product_0096,keyword=geforce
product_0096,keyword=vivobook
product_0097,brand=dell
product_0097,price_segment=premium
product_0097,ram_bucket=unknown
product_0097,storage_bucket=128gb
product_0097,cpu_family=i7
product_0097,rating_bucket=low
product_0097,keyword=core
product_0097,keyword=dell
product_0097,keyword=latitude
product_0097,keyword=linux
product_0098,brand=asus
product_0098,price_segment=premium
product_0098,ram_bucket=unknown
product_0098,storage_bucket=128gb
product_0098,cpu_family=i7
product_0098,rating_bucket=low
product_0098,keyword=core
product_0098,keyword=home
product_0098,keyword=asus
product_0098,keyword=geforce
product_0099,brand=asus
product_0099,price_segment=premium
product_0099,ram_bucket=unknown
product_0099,storage_bucket=128gb
product_0099,cpu_family=i7
product_0099,rating_bucket=high
product_0099,keyword=core
product_0099,keyword=home
product_0099,keyword=asus
product_0099,keyword=geforce
product_0099,keyword=strix
product_0100,brand=apple
product_0100,price_segment=premium
product_0100,ram_bucket=unknown
product_0100,storage_bucket=128gb
product_0100,cpu_family=i5
product_0100,rating_bucket=high
product_0101,brand=dell
product_0101,price_segment=premium
product_0101,ram_bucket=unknown
product_0101,storage_bucket=128gb
product_0101,cpu_family=i7
product_0101,rating_bucket=low
product_0101,keyword=core
product_0101,keyword=dell
product_0101,keyword=geforce
product_0101,keyword=latitude
product_0102,brand=hewlett
product_0102,price_segment=premium
product_0102,ram_bucket=unknown
product_0102,storage_bucket=128gb
product_0102,cpu_family=i5
product_0102,rating_bucket=medium
product_0102,keyword=core
product_0102,keyword=home
product_0103,brand=toshiba
product_0103,price_segment=premium
product_0103,ram_bucket=unknown
product_0103,storage_bucket=128gb
product_0103,cpu_family=i5
product_0103,rating_bucket=low
product_0103,keyword=core
product_0103,keyword=toshiba
product_0104,brand=msi
product_0104,price_segment=premium
product_0104,ram_bucket=unknown
product_0104,storage_bucket=128gb
product_0104,cpu_family=i7
product_0104,rating_bucket=medium
product_0104,keyword=core
product_0104,keyword=home
product_0104,keyword=geforce
product_0105,brand=dell
product_0105,price_segment=premium
product_0105,ram_bucket=unknown
product_0105,storage_bucket=128gb
product_0105,cpu_family=i7
product_0105,rating_bucket=medium
product_0105,keyword=core
product_0105,keyword=dell
product_0105,keyword=latitude
product_0106,brand=hewlett
product_0106,price_segment=premium
product_0106,ram_bucket=unknown
product_0106,storage_bucket=128gb
product_0106,cpu_family=i7
product_0106,rating_bucket=low
product_0106,keyword=core
product_0107,brand=apple
product_0107,price_segment=premium
product_0107,ram_bucket=unknown
product_0107,storage_bucket=128gb
product_0107,cpu_family=i5
product_0107,rating_bucket=low
product_0107,keyword=core
product_0108,brand=dell
product_0108,price_segment=premium
product_0108,ram_bucket=unknown
product_0108,storage_bucket=128gb
product_0108,cpu_family=i7
product_0108,rating_bucket=low
product_0108,keyword=core
product_0108,keyword=dell
product_0108,keyword=geforce
product_0108,keyword=latitude
product_0109,brand=dell
product_0109,price_segment=premium
product_0109,ram_bucket=unknown
product_0109,storage_bucket=128gb
product_0109,cpu_family=i7
product_0109,rating_bucket=low
product_0109,keyword=core
product_0109,keyword=home
product_0109,keyword=dell
product_0109,keyword=latitude
product_0109,keyword=linux
product_0110,brand=dell
product_0110,price_segment=premium
product_0110,ram_bucket=unknown
product_0110,storage_bucket=128gb
product_0110,cpu_family=i7
product_0110,rating_bucket=medium
product_0110,keyword=core
product_0110,keyword=dell
product_0110,keyword=geforce
product_0110,keyword=latitude
product_0110,keyword=linux
product_0111,brand=apple
product_0111,price_segment=premium
product_0111,ram_bucket=unknown
product_0111,storage_bucket=128gb
product_0111,cpu_family=i5
product_0111,rating_bucket=low
product_0111,keyword=core
product_0112,brand=lenovo
product_0112,price_segment=premium
product_0112,ram_bucket=unknown
product_0112,storage_bucket=128gb
product_0112,cpu_family=i5
product_0112,rating_bucket=low
product_0112,keyword=core
product_0112,keyword=lenovo
product_0112,keyword=thinkpad
product_0113,brand=lenovo
product_0113,price_segment=premium
product_0113,ram_bucket=unknown
product_0113,storage_bucket=128gb
product_0113,cpu_family=i5
product_0113,rating_bucket=low
product_0113,keyword=core
product_0113,keyword=lenovo
product_0113,keyword=thinkpad
product_0113,keyword=touch
product_0114,brand=toshiba
product_0114,price_segment=premium
product_0114,ram_bucket=unknown
product_0114,storage_bucket=128gb
product_0114,cpu_family=i7
product_0114,rating_bucket=low
product_0114,keyword=core
