antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
cpu_family=i5,"ram_bucket=unknown, storage_bucket=128gb",0.4188034188034188,1.0,0.4188034188034188,1.0,1.0,1.0,0.0,inf,0.0,0.4188034188034188,0.0,0.7094017094017094
cpu_family=i5,storage_bucket=128gb,0.4188034188034188,1.0,0.4188034188034188,1.0,1.0,1.0,0.0,inf,0.0,0.4188034188034188,0.0,0.7094017094017094
"cpu_family=i5, keyword=core, storage_bucket=128gb",ram_bucket=unknown,0.41025641025641024,1.0,0.41025641025641024,1.0,1.0,1.0,0.0,inf,0.0,0.4102564102564103,0.0,0.7051282051282051
"cpu_family=i5, keyword=core, ram_bucket=unknown",storage_bucket=128gb,0.41025641025641024,1.0,0.41025641025641024,1.0,1.0,1.0,0.0,inf,0.0,0.4102564102564103,0.0,0.7051282051282051
"keyword=acer, keyword=aspire, keyword=home, ram_bucket=unknown",storage_bucket=128gb,0.10256410256410256,1.0,0.10256410256410256,1.0,1.0,1.0,0.0,inf,0.0,0.10256410256410256,0.0,0.5512820512820513
"keyword=aspire, keyword=home, ram_bucket=unknown, storage_bucket=128gb",keyword=acer,0.10256410256410256,0.21367521367521367,0.10256410256410256,1.0,4.680000000000001,1.0,0.08064869603331142,inf,0.8761904761904762,0.48,1.0,0.74
"keyword=acer, keyword=aspire, keyword=home, storage_bucket=128gb",ram_bucket=unknown,0.10256410256410256,1.0,0.10256410256410256,1.0,1.0,1.0,0.0,inf,0.0,0.10256410256410256,0.0,0.5512820512820513
"keyword=aspire, keyword=home, ram_bucket=unknown","keyword=acer, storage_bucket=128gb",0.10256410256410256,0.21367521367521367,0.10256410256410256,1.0,4.680000000000001,1.0,0.08064869603331142,inf,0.8761904761904762,0.48,1.0,0.74
"cpu_family=i5, keyword=core","ram_bucket=unknown, storage_bucket=128gb",0.41025641025641024,1.0,0.41025641025641024,1.0,1.0,1.0,0.0,inf,0.0,0.4102564102564103,0.0,0.7051282051282051
"cpu_family=i5, keyword=core",ram_bucket=unknown,0.41025641025641024,1.0,0.41025641025641024,1.0,1.0,1.0,0.0,inf,0.0,0.4102564102564103,0.0,0.7051282051282051
"cpu_family=i5, keyword=core",storage_bucket=128gb,0.41025641025641024,1.0,0.41025641025641024,1.0,1.0,1.0,0.0,inf,0.0,0.4102564102564103,0.0,0.7051282051282051
"keyword=core, keyword=home",storage_bucket=128gb,0.3504273504273504,1.0,0.3504273504273504,1.0,1.0,1.0,0.0,inf,0.0,0.3504273504273504,0.0,0.6752136752136753
"keyword=core, keyword=home, storage_bucket=128gb",ram_bucket=unknown,0.3504273504273504,1.0,0.3504273504273504,1.0,1.0,1.0,0.0,inf,0.0,0.3504273504273504,0.0,0.6752136752136753
"keyword=core, keyword=home, ram_bucket=unknown",storage_bucket=128gb,0.3504273504273504,1.0,0.3504273504273504,1.0,1.0,1.0,0.0,inf,0.0,0.3504273504273504,0.0,0.6752136752136753
"keyword=core, rating_bucket=low",ram_bucket=unknown,0.4358974358974359,1.0,0.4358974358974359,1.0,1.0,1.0,0.0,inf,0.0,0.4358974358974359,0.0,0.717948717948718
"keyword=core, keyword=geforce, keyword=home, rating_bucket=low","ram_bucket=unknown, storage_bucket=128gb",0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=geforce, keyword=home, rating_bucket=low, storage_bucket=128gb","keyword=core, ram_bucket=unknown",0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"keyword=geforce, keyword=home, rating_bucket=low","keyword=core, ram_bucket=unknown, storage_bucket=128gb",0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"keyword=core, keyword=linux",storage_bucket=128gb,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=core, keyword=geforce, price_segment=midrange, ram_bucket=unknown",storage_bucket=128gb,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=geforce, price_segment=midrange, ram_bucket=unknown, storage_bucket=128gb",keyword=core,0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"keyword=core, keyword=geforce, price_segment=midrange, storage_bucket=128gb",ram_bucket=unknown,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=geforce, price_segment=midrange, ram_bucket=unknown","keyword=core, storage_bucket=128gb",0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"cpu_family=i7, keyword=home, price_segment=premium, storage_bucket=128gb",ram_bucket=unknown,0.10256410256410256,1.0,0.10256410256410256,1.0,1.0,1.0,0.0,inf,0.0,0.10256410256410256,0.0,0.5512820512820513
"cpu_family=i7, keyword=home, price_segment=premium","ram_bucket=unknown, storage_bucket=128gb",0.10256410256410256,1.0,0.10256410256410256,1.0,1.0,1.0,0.0,inf,0.0,0.10256410256410256,0.0,0.5512820512820513
"cpu_family=i7, keyword=home, ram_bucket=unknown, rating_bucket=low",storage_bucket=128gb,0.10256410256410256,1.0,0.10256410256410256,1.0,1.0,1.0,0.0,inf,0.0,0.10256410256410256,0.0,0.5512820512820513
"cpu_family=i7, keyword=home, rating_bucket=low, storage_bucket=128gb",ram_bucket=unknown,0.10256410256410256,1.0,0.10256410256410256,1.0,1.0,1.0,0.0,inf,0.0,0.10256410256410256,0.0,0.5512820512820513
"cpu_family=i7, keyword=home, rating_bucket=low","ram_bucket=unknown, storage_bucket=128gb",0.10256410256410256,1.0,0.10256410256410256,1.0,1.0,1.0,0.0,inf,0.0,0.10256410256410256,0.0,0.5512820512820513
"keyword=core, keyword=home","ram_bucket=unknown, storage_bucket=128gb",0.3504273504273504,1.0,0.3504273504273504,1.0,1.0,1.0,0.0,inf,0.0,0.3504273504273504,0.0,0.6752136752136753
"keyword=core, keyword=home",ram_bucket=unknown,0.3504273504273504,1.0,0.3504273504273504,1.0,1.0,1.0,0.0,inf,0.0,0.3504273504273504,0.0,0.6752136752136753
price_segment=premium,ram_bucket=unknown,0.3418803418803419,1.0,0.3418803418803419,1.0,1.0,1.0,0.0,inf,0.0,0.3418803418803419,0.0,0.670940170940171
price_segment=premium,storage_bucket=128gb,0.3418803418803419,1.0,0.3418803418803419,1.0,1.0,1.0,0.0,inf,0.0,0.3418803418803419,0.0,0.670940170940171
"price_segment=premium, storage_bucket=128gb",ram_bucket=unknown,0.3418803418803419,1.0,0.3418803418803419,1.0,1.0,1.0,0.0,inf,0.0,0.3418803418803419,0.0,0.670940170940171
"price_segment=premium, ram_bucket=unknown",storage_bucket=128gb,0.3418803418803419,1.0,0.3418803418803419,1.0,1.0,1.0,0.0,inf,0.0,0.3418803418803419,0.0,0.670940170940171
price_segment=premium,"ram_bucket=unknown, storage_bucket=128gb",0.3418803418803419,1.0,0.3418803418803419,1.0,1.0,1.0,0.0,inf,0.0,0.3418803418803419,0.0,0.670940170940171
price_segment=budget,storage_bucket=128gb,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.3333333333333333,0.0,0.6666666666666666
"price_segment=budget, ram_bucket=unknown",storage_bucket=128gb,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.3333333333333333,0.0,0.6666666666666666
"price_segment=budget, storage_bucket=128gb",ram_bucket=unknown,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.3333333333333333,0.0,0.6666666666666666
price_segment=budget,"ram_bucket=unknown, storage_bucket=128gb",0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.3333333333333333,0.0,0.6666666666666666
"price_segment=midrange, storage_bucket=128gb",ram_bucket=unknown,0.3247863247863248,1.0,0.3247863247863248,1.0,1.0,1.0,0.0,inf,0.0,0.3247863247863248,0.0,0.6623931623931624
price_segment=midrange,"ram_bucket=unknown, storage_bucket=128gb",0.3247863247863248,1.0,0.3247863247863248,1.0,1.0,1.0,0.0,inf,0.0,0.3247863247863248,0.0,0.6623931623931624
"price_segment=midrange, ram_bucket=unknown, storage_bucket=128gb",keyword=core,0.3247863247863248,0.8034188034188035,0.3247863247863248,1.0,1.2446808510638296,1.0,0.06384688435970487,inf,0.2911392405063291,0.40425531914893614,1.0,0.7021276595744681
"keyword=core, price_segment=midrange, storage_bucket=128gb",ram_bucket=unknown,0.3247863247863248,1.0,0.3247863247863248,1.0,1.0,1.0,0.0,inf,0.0,0.3247863247863248,0.0,0.6623931623931624
"keyword=core, price_segment=midrange, ram_bucket=unknown",storage_bucket=128gb,0.3247863247863248,1.0,0.3247863247863248,1.0,1.0,1.0,0.0,inf,0.0,0.3247863247863248,0.0,0.6623931623931624
"price_segment=midrange, storage_bucket=128gb","keyword=core, ram_bucket=unknown",0.3247863247863248,0.8034188034188035,0.3247863247863248,1.0,1.2446808510638296,1.0,0.06384688435970487,inf,0.2911392405063291,0.40425531914893614,1.0,0.7021276595744681
"price_segment=midrange, ram_bucket=unknown","keyword=core, storage_bucket=128gb",0.3247863247863248,0.8034188034188035,0.3247863247863248,1.0,1.2446808510638296,1.0,0.06384688435970487,inf,0.2911392405063291,0.40425531914893614,1.0,0.7021276595744681
"keyword=core, price_segment=midrange","ram_bucket=unknown, storage_bucket=128gb",0.3247863247863248,1.0,0.3247863247863248,1.0,1.0,1.0,0.0,inf,0.0,0.3247863247863248,0.0,0.6623931623931624
price_segment=midrange,"keyword=core, ram_bucket=unknown, storage_bucket=128gb",0.3247863247863248,0.8034188034188035,0.3247863247863248,1.0,1.2446808510638296,1.0,0.06384688435970487,inf,0.2911392405063291,0.40425531914893614,1.0,0.7021276595744681
"price_segment=midrange, storage_bucket=128gb",keyword=core,0.3247863247863248,0.8034188034188035,0.3247863247863248,1.0,1.2446808510638296,1.0,0.06384688435970487,inf,0.2911392405063291,0.40425531914893614,1.0,0.7021276595744681
"keyword=core, price_segment=midrange",storage_bucket=128gb,0.3247863247863248,1.0,0.3247863247863248,1.0,1.0,1.0,0.0,inf,0.0,0.3247863247863248,0.0,0.6623931623931624
price_segment=midrange,"keyword=core, storage_bucket=128gb",0.3247863247863248,0.8034188034188035,0.3247863247863248,1.0,1.2446808510638296,1.0,0.06384688435970487,inf,0.2911392405063291,0.40425531914893614,1.0,0.7021276595744681
"keyword=asus, rating_bucket=low",ram_bucket=unknown,0.10256410256410256,1.0,0.10256410256410256,1.0,1.0,1.0,0.0,inf,0.0,0.10256410256410256,0.0,0.5512820512820513
"keyword=asus, rating_bucket=low",storage_bucket=128gb,0.10256410256410256,1.0,0.10256410256410256,1.0,1.0,1.0,0.0,inf,0.0,0.10256410256410256,0.0,0.5512820512820513
"cpu_family=i7, keyword=home, price_segment=premium, ram_bucket=unknown",storage_bucket=128gb,0.10256410256410256,1.0,0.10256410256410256,1.0,1.0,1.0,0.0,inf,0.0,0.10256410256410256,0.0,0.5512820512820513
"keyword=core, price_segment=premium",storage_bucket=128gb,0.3162393162393162,1.0,0.3162393162393162,1.0,1.0,1.0,0.0,inf,0.0,0.3162393162393162,0.0,0.6581196581196581
"keyword=core, price_segment=premium, storage_bucket=128gb",ram_bucket=unknown,0.3162393162393162,1.0,0.3162393162393162,1.0,1.0,1.0,0.0,inf,0.0,0.3162393162393162,0.0,0.6581196581196581
"keyword=core, price_segment=premium, ram_bucket=unknown",storage_bucket=128gb,0.3162393162393162,1.0,0.3162393162393162,1.0,1.0,1.0,0.0,inf,0.0,0.3162393162393162,0.0,0.6581196581196581
"keyword=core, price_segment=premium","ram_bucket=unknown, storage_bucket=128gb",0.3162393162393162,1.0,0.3162393162393162,1.0,1.0,1.0,0.0,inf,0.0,0.3162393162393162,0.0,0.6581196581196581
"keyword=core, price_segment=premium",ram_bucket=unknown,0.3162393162393162,1.0,0.3162393162393162,1.0,1.0,1.0,0.0,inf,0.0,0.3162393162393162,0.0,0.6581196581196581
price_segment=budget,ram_bucket=unknown,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0,0.0,inf,0.0,0.3333333333333333,0.0,0.6666666666666666
price_segment=midrange,storage_bucket=128gb,0.3247863247863248,1.0,0.3247863247863248,1.0,1.0,1.0,0.0,inf,0.0,0.3247863247863248,0.0,0.6623931623931624
price_segment=midrange,ram_bucket=unknown,0.3247863247863248,1.0,0.3247863247863248,1.0,1.0,1.0,0.0,inf,0.0,0.3247863247863248,0.0,0.6623931623931624
"price_segment=midrange, ram_bucket=unknown",storage_bucket=128gb,0.3247863247863248,1.0,0.3247863247863248,1.0,1.0,1.0,0.0,inf,0.0,0.3247863247863248,0.0,0.6623931623931624
"keyword=core, keyword=geforce, price_segment=midrange","ram_bucket=unknown, storage_bucket=128gb",0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=geforce, price_segment=midrange, storage_bucket=128gb","keyword=core, ram_bucket=unknown",0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"keyword=geforce, price_segment=midrange","keyword=core, ram_bucket=unknown, storage_bucket=128gb",0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"keyword=core, keyword=geforce, keyword=home, ram_bucket=unknown, rating_bucket=low",storage_bucket=128gb,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=geforce, keyword=home, ram_bucket=unknown, rating_bucket=low, storage_bucket=128gb",keyword=core,0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
"keyword=core, keyword=geforce, keyword=home, rating_bucket=low, storage_bucket=128gb",ram_bucket=unknown,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=geforce, price_segment=midrange, ram_bucket=unknown",storage_bucket=128gb,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=geforce, price_segment=midrange, storage_bucket=128gb",ram_bucket=unknown,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"keyword=geforce, price_segment=midrange","ram_bucket=unknown, storage_bucket=128gb",0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"brand=acer, keyword=acer, keyword=aspire, price_segment=budget",storage_bucket=128gb,0.11965811965811966,1.0,0.11965811965811966,1.0,1.0,1.0,0.0,inf,0.0,0.11965811965811966,0.0,0.5598290598290598
"brand=acer, keyword=aspire, price_segment=budget, storage_bucket=128gb",keyword=acer,0.11965811965811966,0.21367521367521367,0.11965811965811966,1.0,4.680000000000001,1.0,0.09409014537219666,inf,0.8932038834951458,0.5600000000000002,1.0,0.78
"keyword=acer, keyword=aspire, price_segment=budget, storage_bucket=128gb",brand=acer,0.11965811965811966,0.21367521367521367,0.11965811965811966,1.0,4.680000000000001,1.0,0.09409014537219666,inf,0.8932038834951458,0.5600000000000002,1.0,0.78
"ram_bucket=unknown, rating_bucket=medium",storage_bucket=128gb,0.29914529914529914,1.0,0.29914529914529914,1.0,1.0,1.0,0.0,inf,0.0,0.29914529914529914,0.0,0.6495726495726496
"rating_bucket=medium, storage_bucket=128gb",ram_bucket=unknown,0.29914529914529914,1.0,0.29914529914529914,1.0,1.0,1.0,0.0,inf,0.0,0.29914529914529914,0.0,0.6495726495726496
rating_bucket=medium,"ram_bucket=unknown, storage_bucket=128gb",0.29914529914529914,1.0,0.29914529914529914,1.0,1.0,1.0,0.0,inf,0.0,0.29914529914529914,0.0,0.6495726495726496
"cpu_family=i7, ram_bucket=unknown, storage_bucket=128gb",keyword=core,0.27350427350427353,0.8034188034188035,0.27350427350427353,1.0,1.2446808510638296,1.0,0.053765797355540934,inf,0.2705882352941176,0.3404255319148936,1.0,0.6702127659574468
"cpu_family=i7, keyword=core, storage_bucket=128gb",ram_bucket=unknown,0.27350427350427353,1.0,0.27350427350427353,1.0,1.0,1.0,0.0,inf,0.0,0.2735042735042736,0.0,0.6367521367521367
"cpu_family=i7, keyword=core, ram_bucket=unknown",storage_bucket=128gb,0.27350427350427353,1.0,0.27350427350427353,1.0,1.0,1.0,0.0,inf,0.0,0.2735042735042736,0.0,0.6367521367521367
"cpu_family=i7, storage_bucket=128gb","keyword=core, ram_bucket=unknown",0.27350427350427353,0.8034188034188035,0.27350427350427353,1.0,1.2446808510638296,1.0,0.053765797355540934,inf,0.2705882352941176,0.3404255319148936,1.0,0.6702127659574468
"cpu_family=i7, ram_bucket=unknown","keyword=core, storage_bucket=128gb",0.27350427350427353,0.8034188034188035,0.27350427350427353,1.0,1.2446808510638296,1.0,0.053765797355540934,inf,0.2705882352941176,0.3404255319148936,1.0,0.6702127659574468
"cpu_family=i7, keyword=core","ram_bucket=unknown, storage_bucket=128gb",0.27350427350427353,1.0,0.27350427350427353,1.0,1.0,1.0,0.0,inf,0.0,0.2735042735042736,0.0,0.6367521367521367
cpu_family=i7,"keyword=core, ram_bucket=unknown, storage_bucket=128gb",0.27350427350427353,0.8034188034188035,0.27350427350427353,1.0,1.2446808510638296,1.0,0.053765797355540934,inf,0.2705882352941176,0.3404255319148936,1.0,0.6702127659574468
cpu_family=i7,keyword=core,0.27350427350427353,0.8034188034188035,0.27350427350427353,1.0,1.2446808510638296,1.0,0.053765797355540934,inf,0.2705882352941176,0.3404255319148936,1.0,0.6702127659574468
cpu_family=i7,storage_bucket=128gb,0.27350427350427353,1.0,0.27350427350427353,1.0,1.0,1.0,0.0,inf,0.0,0.2735042735042736,0.0,0.6367521367521367
price_segment=midrange,keyword=core,0.3247863247863248,0.8034188034188035,0.3247863247863248,1.0,1.2446808510638296,1.0,0.06384688435970487,inf,0.2911392405063291,0.40425531914893614,1.0,0.7021276595744681
"price_segment=midrange, ram_bucket=unknown",keyword=core,0.3247863247863248,0.8034188034188035,0.3247863247863248,1.0,1.2446808510638296,1.0,0.06384688435970487,inf,0.2911392405063291,0.40425531914893614,1.0,0.7021276595744681
"keyword=core, price_segment=midrange",ram_bucket=unknown,0.3247863247863248,1.0,0.3247863247863248,1.0,1.0,1.0,0.0,inf,0.0,0.3247863247863248,0.0,0.6623931623931624
price_segment=midrange,"keyword=core, ram_bucket=unknown",0.3247863247863248,0.8034188034188035,0.3247863247863248,1.0,1.2446808510638296,1.0,0.06384688435970487,inf,0.2911392405063291,0.40425531914893614,1.0,0.7021276595744681
"cpu_family=i7, storage_bucket=128gb",keyword=core,0.27350427350427353,0.8034188034188035,0.27350427350427353,1.0,1.2446808510638296,1.0,0.053765797355540934,inf,0.2705882352941176,0.3404255319148936,1.0,0.6702127659574468
"cpu_family=i7, keyword=core",storage_bucket=128gb,0.27350427350427353,1.0,0.27350427350427353,1.0,1.0,1.0,0.0,inf,0.0,0.2735042735042736,0.0,0.6367521367521367
cpu_family=i7,"keyword=core, storage_bucket=128gb",0.27350427350427353,0.8034188034188035,0.27350427350427353,1.0,1.2446808510638296,1.0,0.053765797355540934,inf,0.2705882352941176,0.3404255319148936,1.0,0.6702127659574468
"cpu_family=i7, storage_bucket=128gb",ram_bucket=unknown,0.27350427350427353,1.0,0.27350427350427353,1.0,1.0,1.0,0.0,inf,0.0,0.2735042735042736,0.0,0.6367521367521367
"cpu_family=i7, ram_bucket=unknown",storage_bucket=128gb,0.27350427350427353,1.0,0.27350427350427353,1.0,1.0,1.0,0.0,inf,0.0,0.2735042735042736,0.0,0.6367521367521367
cpu_family=i7,"ram_bucket=unknown, storage_bucket=128gb",0.27350427350427353,1.0,0.27350427350427353,1.0,1.0,1.0,0.0,inf,0.0,0.2735042735042736,0.0,0.6367521367521367
"keyword=core, rating_bucket=medium, storage_bucket=128gb",ram_bucket=unknown,0.2564102564102564,1.0,0.2564102564102564,1.0,1.0,1.0,0.0,inf,0.0,0.2564102564102564,0.0,0.6282051282051282
"keyword=core, ram_bucket=unknown, rating_bucket=medium",storage_bucket=128gb,0.2564102564102564,1.0,0.2564102564102564,1.0,1.0,1.0,0.0,inf,0.0,0.2564102564102564,0.0,0.6282051282051282
"keyword=core, rating_bucket=medium","ram_bucket=unknown, storage_bucket=128gb",0.2564102564102564,1.0,0.2564102564102564,1.0,1.0,1.0,0.0,inf,0.0,0.2564102564102564,0.0,0.6282051282051282
rating_bucket=medium,ram_bucket=unknown,0.29914529914529914,1.0,0.29914529914529914,1.0,1.0,1.0,0.0,inf,0.0,0.29914529914529914,0.0,0.6495726495726496
rating_bucket=medium,storage_bucket=128gb,0.29914529914529914,1.0,0.29914529914529914,1.0,1.0,1.0,0.0,inf,0.0,0.29914529914529914,0.0,0.6495726495726496
"keyword=home, ram_bucket=unknown, rating_bucket=low",storage_bucket=128gb,0.2564102564102564,1.0,0.2564102564102564,1.0,1.0,1.0,0.0,inf,0.0,0.2564102564102564,0.0,0.6282051282051282
"keyword=home, rating_bucket=low, storage_bucket=128gb",ram_bucket=unknown,0.2564102564102564,1.0,0.2564102564102564,1.0,1.0,1.0,0.0,inf,0.0,0.2564102564102564,0.0,0.6282051282051282
"keyword=home, rating_bucket=low","ram_bucket=unknown, storage_bucket=128gb",0.2564102564102564,1.0,0.2564102564102564,1.0,1.0,1.0,0.0,inf,0.0,0.2564102564102564,0.0,0.6282051282051282
"keyword=core, rating_bucket=medium",storage_bucket=128gb,0.2564102564102564,1.0,0.2564102564102564,1.0,1.0,1.0,0.0,inf,0.0,0.2564102564102564,0.0,0.6282051282051282
"keyword=home, rating_bucket=low",ram_bucket=unknown,0.2564102564102564,1.0,0.2564102564102564,1.0,1.0,1.0,0.0,inf,0.0,0.2564102564102564,0.0,0.6282051282051282
"keyword=home, rating_bucket=low",storage_bucket=128gb,0.2564102564102564,1.0,0.2564102564102564,1.0,1.0,1.0,0.0,inf,0.0,0.2564102564102564,0.0,0.6282051282051282
"keyword=geforce, storage_bucket=128gb",keyword=core,0.24786324786324787,0.8034188034188035,0.24786324786324787,1.0,1.2446808510638296,1.0,0.048725253853458966,inf,0.2613636363636363,0.30851063829787234,1.0,0.6542553191489362
"keyword=core, keyword=geforce",storage_bucket=128gb,0.24786324786324787,1.0,0.24786324786324787,1.0,1.0,1.0,0.0,inf,0.0,0.24786324786324787,0.0,0.6239316239316239
keyword=geforce,"keyword=core, storage_bucket=128gb",0.24786324786324787,0.8034188034188035,0.24786324786324787,1.0,1.2446808510638296,1.0,0.048725253853458966,inf,0.2613636363636363,0.30851063829787234,1.0,0.6542553191489362
cpu_family=i7,ram_bucket=unknown,0.27350427350427353,1.0,0.27350427350427353,1.0,1.0,1.0,0.0,inf,0.0,0.2735042735042736,0.0,0.6367521367521367
"cpu_family=i7, ram_bucket=unknown",keyword=core,0.27350427350427353,0.8034188034188035,0.27350427350427353,1.0,1.2446808510638296,1.0,0.053765797355540934,inf,0.2705882352941176,0.3404255319148936,1.0,0.6702127659574468
"cpu_family=i7, keyword=core",ram_bucket=unknown,0.27350427350427353,1.0,0.27350427350427353,1.0,1.0,1.0,0.0,inf,0.0,0.2735042735042736,0.0,0.6367521367521367
cpu_family=i7,"keyword=core, ram_bucket=unknown",0.27350427350427353,0.8034188034188035,0.27350427350427353,1.0,1.2446808510638296,1.0,0.053765797355540934,inf,0.2705882352941176,0.3404255319148936,1.0,0.6702127659574468
"brand=acer, keyword=aspire, price_segment=budget","keyword=acer, storage_bucket=128gb",0.11965811965811966,0.21367521367521367,0.11965811965811966,1.0,4.680000000000001,1.0,0.09409014537219666,inf,0.8932038834951458,0.5600000000000002,1.0,0.78
"keyword=acer, keyword=aspire, price_segment=budget","brand=acer, storage_bucket=128gb",0.11965811965811966,0.21367521367521367,0.11965811965811966,1.0,4.680000000000001,1.0,0.09409014537219666,inf,0.8932038834951458,0.5600000000000002,1.0,0.78
"keyword=geforce, keyword=home, ram_bucket=unknown, rating_bucket=low",keyword=core,0.11965811965811966,0.8034188034188035,0.11965811965811966,1.0,1.2446808510638296,1.0,0.023522536343049155,inf,0.22330097087378634,0.14893617021276595,1.0,0.574468085106383
